,_key,_idf
3521,racing,1
3522,racism,1
3523,radicalscavenging,1
3524,radiological,2
3525,radiologists,2
3526,raised,1
3527,raises,1
3528,raising,1
3529,random,3
3530,randomeffects,1
3531,randomised,4
3532,randomization,1
3533,randomized,15
3534,randomly,4
3535,range,8
3536,ranged,4
3537,ranging,4
3538,rapid,17
3539,rapidly,6
3540,rare,2
3541,rarely,5
3542,ras,1
3543,rash,1
3544,rate,49
3545,rates,35
3546,rather,2
3547,ratio,9
3548,rational,1
3549,rationale,1
3550,ratios,7
3551,ravaging,1
3552,raw,1
3553,rct,1
3554,rcts,8
3555,rdrp,1
3556,rdv,1
3557,reach,1
3558,reached,2
3559,reaching,1
3560,reaction,5
3561,reactions,11
3562,reactivated,1
3563,reactivates,1
3564,reactivation,19
3565,reactive,3
3566,reactogenicities,1
3567,reactogenicity,1
3568,readers,1
3569,ready,1
3570,realistic,1
3571,realistically,1
3572,reason,6
3573,reasons,2
3574,reassuring,4
3575,recall,2
3576,receipt,6
3577,receive,9
3578,received,26
3579,receiver,2
3580,receives,2
3581,receiving,20
3582,recent,18
3583,recently,9
3584,receptor,5
3585,receptormediated,1
3586,receptors,1
3587,receptort,1
3588,recipient,2
3589,recipients,7
3590,recognition,2
3591,recombinant,13
3592,recombivaxhb,3
3593,recommend,4
3594,recommendation,13
3595,recommendations,13
3596,recommended,17
3597,recommends,3
3598,record,2
3599,recorded,1
3600,records,2
3601,recovered,5
3602,recovery,3
3603,recruit,1
3604,recruited,4
3605,recurrence,8
3606,recurrencefree,1
3607,redouble,1
3608,reduce,12
3609,reduced,12
3610,reduces,2
3611,reducing,6
3612,reduction,13
3613,reengage,1
3614,reference,7
3615,references,1
3616,referred,2
3617,referring,1
3618,refined,1
3619,reflect,1
3620,reflecting,3
3621,reflection,1
3622,refractoriness,1
3623,refractory,2
3624,refusal,4
3625,regard,2
3626,regarded,2
3627,regarding,14
3628,regardless,3
3629,regenerationrelated,1
3630,regenerative,1
3631,regimen,7
3632,regimens,7
3633,region,2
3634,regional,2
3635,regions,5
3636,regionspecific,1
3637,register,1
3638,registered,4
3639,registration,3
3640,registry,3
3641,regression,10
3642,regularly,1
3643,regulate,1
3644,regulated,1
3645,regulating,1
3646,regulation,1
3647,regulatory,5
3648,reinfected,1
3649,reinfection,2
3650,reinforce,1
3651,reinforcing,2
3652,reject,2
3653,relapsed,1
3654,related,22
3655,relates,1
3656,relation,2
3657,relationship,2
3658,relationships,2
3659,relative,9
3660,relatively,3
3661,release,10
3662,released,2
3663,releases,2
3664,releasing,1
3665,relevance,2
3666,relevant,6
3667,relied,1
3668,relief,1
3669,relieve,2
3670,relieves,1
3671,reluctant,1
3672,rely,2
3673,remain,2
3674,remained,4
3675,remaining,1
3676,remains,13
3677,remarkable,2
3678,remarkably,2
3679,remdesivir,14
3680,remedial,1
3681,reminiscent,1
3682,remission,1
3683,remittingrecurrent,1
3684,removal,1
3685,removed,1
3686,renal,7
3687,reninangiotensin,1
3688,repair,1
3689,repairing,1
3690,repairs,1
3691,reperfusion,1
3692,replication,13
3693,report,8
3694,reported,35
3695,reporting,6
3696,reports,7
3697,repositioned,1
3698,repositioning,2
3699,represent,3
3700,representing,1
3701,represents,5
3702,repression,1
3703,reproductive,1
3704,repurposing,3
3705,require,4
3706,required,11
3707,requirement,1
3708,requirements,1
3709,requires,6
3710,requiring,1
3711,research,17
3712,researchers,6
3713,researches,1
3714,resection,1
3715,reservoir,1
3716,residence,2
3717,residents,2
3718,resistance,4
3719,resolution,1
3720,resolve,1
3721,resolved,6
3722,resourcelimited,1
3723,resources,5
3724,respect,1
3725,respective,1
3726,respectively,23
3727,respiration,1
3728,respiratory,46
3729,respond,1
3730,responded,2
3731,respondents,2
3732,responders,4
3733,response,61
3734,responses,20
3735,responsible,4
3736,responsiveness,2
3737,rest,1
3738,restoration,1
3739,restore,2
3740,restriction,2
3741,result,13
3742,resulted,13
3743,resulting,6
3744,results,78
3745,retaining,1
3746,retention,2
3747,retested,1
3748,retinopathy,1
3749,retrieved,2
3750,retrospective,5
3751,retrospectively,5
3752,return,3
3753,revaccinate,1
3754,revaccination,5
3755,revealed,8
3756,reveals,3
3757,reversal,1
3758,reverse,3
3759,reversetranscribed,1
3760,review,80
3761,reviewed,7
3762,reviewers,2
3763,reviewing,1
3764,reviews,7
3765,revised,1
3766,rhbcag,1
3767,rhbsag,2
3768,rheumatic,9
3769,rhythm,1
3770,ribavirin,3
3771,rigorously,1
3772,rise,2
3773,rising,2
3774,risk,74
3775,riskbenefit,1
3776,riskofbias,1
3777,risks,7
3778,risperidone,1
3779,ritonavir,8
3780,rituximab,1
3781,rna,11
3782,rnabased,1
3783,rnadependent,1
3784,rnas,3
3785,robust,4
3786,robustness,1
3787,role,18
3788,roles,5
3789,rollout,4
3790,room,1
3791,roots,1
3792,route,3
3793,routes,3
3794,routine,6
3795,routinely,1
3796,rr,15
3797,rrr,3
3798,rrs,2
3799,rtmi,1
3800,rtpcr,3
3801,rtx,2
3802,run,1
3803,rural,1
3804,russia,1
3805,rzv,5
3806,safe,19
3807,safely,1
3808,safety,67
3809,sage,2
3810,saline,1
3811,sample,2
3812,sampled,1
3813,samples,8
3814,sampling,2
3815,sardinia,1
3816,sars,8
3817,sarscov,107
3818,sarscovii,1
3819,sarsrelated,1
3820,sativa,1
3821,sativum,2
3822,save,3
3823,saved,1
3824,saving,1
3825,savings,1
3826,sc,7
3827,scale,3
3828,scalefree,1
3829,scaleup,1
3830,scaling,4
3831,scarce,2
3832,scarcity,1
3833,scenario,5
3834,scenarios,3
3835,schedule,4
3836,schedules,1
3837,scholar,3
3838,scibvac,2
3839,science,4
3840,sciences,1
3841,scientific,13
3842,scientists,3
3843,scoping,1
3844,scopus,7
3845,score,4
3846,scorematched,2
3847,scores,1
3848,screened,7
3849,screening,13
3850,scutellaria,1
3851,sd,3
3852,se,3
3853,search,14
3854,searched,7
3855,searches,2
3856,searching,1
3857,seasonal,1
3858,second,7
3859,secondary,13
3860,secondgeneration,1
3861,secretary,1
3862,secreting,1
3863,secretion,2
3864,secretome,5
3865,secretory,1
3866,section,2
3867,sections,1
3868,sector,2
3869,sectors,1
3870,secure,1
3871,security,1
3872,seeking,4
3873,seems,6
3874,seen,2
3875,seir,1
3876,select,3
3877,selected,4
3878,selection,4
3879,selective,1
3880,selects,1
3881,selenium,1
3882,selfadministered,1
3883,selfassembly,2
3884,selflimiting,1
3885,selfprotection,1
3886,selfreport,1
3887,selfreported,1
3888,semistructured,1
3889,sense,2
3890,sensitive,1
3891,sensitivity,7
3892,sensitize,1
3893,separate,1
3894,separated,1
3895,separately,2
3896,sepsis,3
3897,septic,1
3898,sequalae,1
3899,sequelae,2
3900,sequence,2
3901,sequences,1
3902,sequencing,2
3903,sequential,1
3904,sequentially,1
3905,series,17
3906,serine,1
3907,serious,16
3908,seriously,1
3909,seroclearance,2
3910,seroconversion,11
3911,seroconvert,1
3912,seroconverted,2
3913,serologic,5
3914,serological,8
3915,serologies,2
3916,serology,3
3917,serologybased,1
3918,seronegative,3
3919,seropositive,5
3920,seropositivity,4
3921,seroprotection,18
3922,seroprotective,2
3923,seroreversion,1
3924,serostatus,4
3925,sertoluzimab,2
3926,serum,21
3927,serve,2
3928,servers,1
3929,service,5
3930,services,5
3931,serving,1
3932,set,3
3933,sets,2
3934,setting,9
3935,settings,6
3936,setup,1
3937,seven,2
3938,several,28
3939,severe,69
3940,severely,3
3941,severity,10
3942,sex,8
3943,sexual,1
3944,shall,1
3945,shape,1
3946,shared,4
3947,shares,2
3948,shed,1
3949,shock,1
3950,short,7
3951,shorten,1
3952,shortening,1
3953,shorter,2
3954,shortterm,6
3955,shot,3
3956,shots,3
3957,show,7
3958,showed,15
3959,showing,5
3960,shown,15
3961,shows,6
3962,sickness,1
3963,side,15
3964,sided,1
3965,sierra,1
3966,sign,3
3967,signal,1
3968,signaling,2
3969,signalling,3
3970,signals,1
3971,significance,1
3972,significant,25
3973,significantly,44
3974,signs,7
3975,silac,1
3976,silencing,1
3977,silvestrol,1
3978,similar,11
3979,similarities,1
3980,similarity,2
3981,similarly,2
3982,simplified,4
3983,simulate,1
3984,simulated,2
3985,simulation,2
3986,simulations,2
3987,simultaneous,1
3988,simultaneously,1
3989,since,17
3990,sinensis,2
3991,single,5
3992,singleantigen,2
3993,singlearm,2
3994,singleblind,1
3995,singlestranded,1
3996,singularly,1
3997,sinopharm,2
3998,sinovac,1
3999,site,4
4000,sites,2
4001,situation,2
4002,situations,1
4003,six,6
4004,size,3
4005,skepticism,1
4006,skin,20
4007,slightly,1
4008,slow,4
4009,slowly,1
4010,small,5
4011,smallmolecule,1
4012,smallpox,1
4013,sobering,1
4014,social,8
4015,socialcultural,1
4016,societal,2
4017,societies,1
4018,society,2
4019,sociodemographic,1
4020,socioeconomic,4
4021,sofosbuvir,2
4022,solid,4
4023,solutions,1
4024,sometimes,2
4025,somewhat,1
4026,sonography,1
4027,soon,6
4028,sorted,1
4029,sot,3
4030,sotetsuflavone,1
4031,sought,3
4032,source,1
4033,sources,7
4034,south,5
4035,southeast,1
4036,southern,1
4037,soybean,1
4038,sparse,1
4039,speaking,1
4040,special,5
4041,specialised,1
4042,specialized,2
4043,specialties,1
4044,species,1
4045,specific,20
4046,specifically,5
4047,specificity,5
4048,specifics,1
4049,specimens,1
4050,speed,9
4051,speeds,1
4052,spending,1
4053,spice,1
4054,spike,9
4055,spite,2
4056,spleens,1
4057,spleensystems,1
4058,splenectomy,1
4059,splenic,2
4060,splenomegaly,1
4061,spontaneous,1
4062,spp,3
4063,spr,10
4064,spread,19
4065,spreads,1
4066,sprs,1
4067,spss,2
4068,ssa,3
4069,st,3
4070,stability,3
4071,stabilityputting,1
4072,stabilized,2
4073,stable,2
4074,staff,1
4075,stage,6
4076,stages,3
4077,stakeholder,1
4078,stance,1
4079,standard,16
4080,standarderythema,1
4081,standardised,1
4082,start,2
4083,started,1
4084,starting,4
4085,state,6
4086,stated,2
4087,statement,1
4088,states,11
4089,statespecific,1
4090,statistic,1
4091,statistical,5
4092,statistically,5
4093,status,14
4094,stay,4
4095,steadily,1
4096,stem,13
4097,step,2
4098,steroids,1
4099,still,16
4100,stimulate,1
4101,stimulated,2
4102,stimulating,2
4103,stimulation,1
4104,stitching,1
4105,stomach,7
4106,stop,3
4107,stopping,2
4108,storage,1
4109,stored,1
4110,storm,14
4111,storms,1
4112,strains,4
4113,strategies,34
4114,strategy,17
4115,stratification,2
4116,stratified,3
4117,strength,2
4118,strengthen,1
4119,strong,8
4120,stronger,1
4121,strongly,3
4122,structure,3
4123,structured,1
4124,structures,3
4125,students,7
4126,studied,10
4127,studies,80
4128,study,109
4129,subclass,1
4130,subclinical,1
4131,subcutaneous,1
4132,subdetection,1
4133,subgenotype,1
4134,subgenus,1
4135,subgroups,1
4136,subject,2
4137,subjected,1
4138,subjects,17
4139,submitted,1
4140,subsaharan,1
4141,subsequent,3
4142,subsequently,2
4143,subset,2
4144,subsets,2
4145,substances,4
4146,substantial,5
4147,substantially,2
4148,substitute,1
4149,subunit,1
4150,success,7
4151,successes,1
4152,successful,8
4153,successfully,5
4154,sudan,1
4155,suffer,1
4156,suffering,1
4157,sufficiency,2
4158,sufficient,2
4159,suggest,12
4160,suggested,7
4161,suggesting,4
4162,suggestion,2
4163,suggestions,1
4164,suggestive,2
4165,suggests,11
4166,suitable,6
4167,suited,1
4168,sumac,5
4169,summarised,1
4170,summarises,1
4171,summarize,6
4172,summarized,5
4173,summarizes,4
4174,summarizing,4
4175,summary,5
4176,summer,1
4177,sunlight,2
4178,superior,3
4179,supervising,1
4180,supervision,1
4181,supplementation,3
4182,supplies,3
4183,supply,3
4184,supplyside,1
4185,support,10
4186,supported,2
4187,supporting,1
4188,supportive,8
4189,supports,2
4190,suppress,3
4191,suppresses,1
4192,suppression,6
4193,surface,32
4194,surgical,1
4195,surrounding,2
4196,surveillance,4
4197,survey,16
4198,surveyed,2
4199,surveys,4
4200,survival,7
4201,survivors,5
4202,susceptibility,2
4203,susceptible,3
4204,sustain,1
4205,sustainable,1
4206,sustained,3
4207,svr,2
4208,switch,1
4209,switched,1
4210,switchto,2
4211,switzerland,1
4212,symptom,1
4213,symptomatic,1
4214,symptoms,18
4215,syncope,1
4216,syncytial,2
4217,syndrome,38
4218,syndromecoronavirus,1
4219,syndromes,1
4220,syndromic,1
4221,synergic,1
4222,synthesis,1
4223,synthesize,1
4224,synthetic,1
4225,system,19
4226,systematic,12
4227,systematically,3
4228,systemic,8
4229,systems,5
4230,tablet,1
4231,tackle,1
4232,taf,7
4233,tail,1
4234,tailor,1
4235,tailored,2
4236,take,8
4237,takeaways,1
4238,taken,3
4239,taking,4
4240,tale,1
4241,tannins,1
4242,tanzania,1
4243,target,11
4244,targeted,7
4245,targeting,5
4246,targets,14
4247,targetspecific,1
4248,taskforce,1
4249,tav,4
4250,tcell,1
4251,tcm,2
4252,tcmherbmeridian,1
4253,td,1
4254,tdf,14
4255,tdp,3
4256,tea,1
4257,team,1
4258,technical,1
4259,technicians,1
4260,technique,3
4261,techniques,4
4262,technological,2
4263,technologies,2
4264,technology,3
4265,telbivudine,4
4266,telephone,1
4267,template,1
4268,ten,3
4269,tends,1
4270,tenet,1
4271,tenofovir,21
4272,tens,2
4273,term,1
4274,termed,1
4275,termini,1
4276,terms,5
4277,terpenoids,1
4278,territories,1
4279,tertiary,2
4280,tertiarycenters,1
4281,test,7
4282,tested,13
4283,testing,21
4284,tests,5
4285,th,2
4286,thalassemia,1
4287,thanks,1
4288,theatre,1
4289,themes,2
4290,theoretical,2
4291,therapeutic,33
4292,therapeutics,8
4293,therapies,27
4294,therapy,68
4295,therapyareas,1
4296,thereby,2
4297,therefore,10
4298,third,4
4299,thirdgeneration,3
4300,thirteen,3
4301,thirty,1
4302,thirtyfour,1
4303,thorough,1
4304,thoroughly,2
4305,though,6
4306,threat,6
4307,threatening,1
4308,threatens,1
4309,three,30
4310,threedose,4
4311,thresholds,1
4312,thrombocytes,1
4313,thromboembolic,1
4314,thromboembolism,1
4315,thrombosis,3
4316,thrombotic,1
4317,throughout,6
4318,thus,9
4319,thymus,1
4320,tight,1
4321,tightly,1
4322,till,1
4323,time,35
4324,timeline,1
4325,timeliness,2
4326,timely,3
4327,times,6
4328,timing,3
4329,tinnitus,1
4330,tips,4
4331,tissue,5
4332,tissues,2
4333,titer,11
4334,titers,13
4335,titles,1
4336,titre,2
4337,titres,4
4338,tlr,1
4339,tn,4
4340,tnf,1
4341,tnfalpha,1
4342,tocilizumab,17
4343,together,6
4344,tolerance,1
4345,tolerated,3
4346,toll,1
4347,tolls,1
4348,took,1
4349,tool,1
4350,tools,2
4351,topic,2
4352,topological,1
4353,torsade,1
4354,total,15
4355,touted,1
4356,tovg,1
4357,toward,2
4358,towards,6
4359,toxic,1
4360,toxicity,1
4361,track,2
4362,tracking,1
4363,tract,3
4364,traditional,4
4365,traditionally,2
4366,tragic,1
4367,trainees,2
4368,training,4
4369,transaminase,2
4370,transcription,2
4371,transcriptional,1
4372,transfected,1
4373,transfer,2
4374,transferred,1
4375,transient,1
4376,translate,1
4377,translated,1
4378,translational,1
4379,transmembrane,1
4380,transmission,25
4381,transmitted,2
4382,transparent,1
4383,transplant,4
4384,transplantation,5
4385,transplanted,2
4386,travelers,2
4387,treat,16
4388,treatb,4
4389,treated,26
4390,treating,10
4391,treatment,167
4392,treatmentnaive,2
4393,treatments,16
4394,tremendous,2
4395,trend,1
4396,trial,26
4397,trials,55
4398,triantigenic,1
4399,tries,1
4400,trillions,1
4401,trimester,1
4402,triumphs,1
4403,trivial,1
4404,trojan,1
4405,trust,3
4406,trusted,2
4407,ttest,2
4408,tuberculosis,2
4409,tubular,1
4410,tumor,1
4411,tumors,1
4412,tumours,1
4413,turn,1
4414,twelve,1
4415,twenty,2
4416,twentyfive,2
4417,twentyone,2
4418,twentythree,1
4419,two,32
4420,twodose,6
4421,type,4
4422,types,6
4423,typhoid,1
4424,typically,1
4425,tyrosine,1
4426,u,2
4427,uganda,3
4428,ugandan,1
4429,uk,1
4430,ul,1
4431,ulcers,1
4432,ultimately,1
4433,unanticipated,1
4434,unavailability,1
4435,uncertainty,3
4436,unclear,2
4437,uncommon,1
4438,uncontrollable,1
4439,uncontrolled,1
4440,undergoing,7
4441,underlying,8
4442,underpinning,1
4443,understand,4
4444,understandable,1
4445,understanding,13
4446,understood,5
4447,understudied,1
4448,undertake,1
4449,undertaken,2
4450,undertaking,1
4451,underway,2
4452,underwent,5
4453,undetectable,3
4454,unethical,1
4455,unfeasible,1
4456,unfolding,1
4457,unfolds,1
4458,uniformed,1
4459,uniformity,1
4460,unilateral,4
4461,unimmunized,1
4462,unique,3
4463,unit,1
4464,united,11
4465,univariable,1
4466,universal,7
4467,university,7
4468,unknown,7
4469,unless,1
4470,unlike,1
4471,unlikely,2
4472,unmanageable,1
4473,unnecessary,1
4474,unparalleled,2
4475,unprecedented,5
4476,unpredictable,1
4477,unrelated,1
4478,unrelenting,1
4479,unresolved,2
4480,unsettled,1
4481,unsure,1
4482,untoward,1
4483,untreated,2
4484,unvaccinated,3
4485,unwilling,1
4486,update,3
4487,updated,8
4488,updating,1
4489,upon,2
4490,upper,2
4491,upregulated,1
4492,uptake,16
4493,uptodate,1
4494,urgent,11
4495,urgently,7
4496,urticaria,1
4497,urticarial,1
4498,us,16
4499,usa,3
4500,usage,3
4501,usd,3
4502,use,55
4503,used,60
4504,useful,10
4505,usefulness,1
4506,usfda,3
4507,using,42
4508,usually,4
4509,utility,2
4510,utilization,2
4511,utilize,1
4512,utilized,3
4513,utilizing,1
4514,uv,1
4515,vaccinate,1
4516,vaccinated,16
4517,vaccination,135
4518,vaccinationrate,1
4519,vaccinationrelated,1
4520,vaccinations,6
4521,vaccinationspecific,1
4522,vaccine,323
4523,vaccineassociated,1
4524,vaccineboosted,1
4525,vaccinecoverage,1
4526,vaccinehesitant,1
4527,vaccineinduced,3
4528,vaccinepreventable,1
4529,vaccines,110
4530,vaccinology,2
4531,vaers,1
4532,vaginal,1
4533,vah,2
4534,validate,2
4535,validated,1
4536,validation,3
4537,valuable,1
4538,valuation,2
4539,valued,1
4540,values,5
4541,variability,1
4542,variable,3
4543,variables,4
4544,variants,3
4545,varied,3
4546,variety,7
4547,various,7
4548,vary,3
4549,varying,1
4550,vascular,2
4551,vasculitis,3
4552,vasodilator,2
4553,vc,3
4554,vector,1
4555,vectors,2
4556,vehicles,1
4557,venous,2
4558,ventilation,6
4559,ventilator,1
4560,verified,1
4561,verify,4
4562,version,2
4563,versus,6
4564,vertebrate,1
4565,vertical,2
4566,vertigo,2
4567,vesicles,1
4568,vesicular,1
4569,vestibulotoxicity,1
4570,via,4
4571,viability,1
4572,vietnam,6
4573,view,2
4574,viewpoint,1
4575,views,1
4576,vintage,1
4577,viraemic,1
4578,viral,58
4579,viralvectorbased,1
4580,viremia,5
4581,virions,1
4582,virologic,3
4583,virological,1
4584,virology,1
4585,virtual,1
4586,virulence,1
4587,virus,116
4588,viruses,9
4589,virushost,1
4590,viruslikeparticlebased,1
4591,virusrelated,1
4592,visited,1
4593,visits,1
4594,vital,5
4595,vitamin,11
4596,vitamins,1
4597,vitro,6
4598,vivo,4
4599,viz,1
4600,voice,1
4601,volunteers,3
4602,vqr,3
4603,vs,22
4604,vulgaris,1
4605,vulnerable,2
4606,vzv,1
4607,wait,1
4608,wanfang,1
4609,waning,1
4610,war,1
4611,warn,1
4612,warned,1
4613,warning,1
4614,warp,1
4615,warranted,2
4616,wave,1
4617,way,6
4618,ways,4
4619,wealth,1
4620,web,3
4621,website,1
4622,week,2
4623,weeks,12
4624,weighing,1
4625,weight,4
4626,well,28
4627,welldesigned,1
4628,welltolerated,1
4629,wen,1
4630,west,3
4631,western,1
4632,whatever,1
4633,whereas,5
4634,whether,10
4635,whilst,1
4636,white,2
4637,whitney,1
4638,whoever,1
4639,whole,2
4640,whos,1
4641,whose,3
4642,wide,1
4643,widely,8
4644,widening,1
4645,widespread,4
4646,willing,4
4647,willingness,3
4648,willingnesstopay,1
4649,windows,1
4650,winter,2
4651,wintertime,1
4652,wish,1
4653,withholding,1
4654,within,24
4655,without,19
4656,women,17
4657,word,1
4658,words,1
4659,work,6
4660,worked,1
4661,workers,6
4662,workflow,2
4663,working,3
4664,workload,2
4665,workplace,2
4666,world,28
4667,worlds,2
4668,worldwide,27
4669,worse,1
4670,worsening,3
4671,worthy,1
4672,would,12
4673,wreaked,1
4674,writing,1
4675,wtp,9
4676,wuhan,6
4677,wwwclinicaltrialsgov,1
4678,x,3
4679,year,10
4680,yearold,1
4681,years,63
4682,yen,1
4683,yenimahalle,1
4684,yes,2
4685,yet,6
4686,yongin,1
4687,young,6
4688,younger,5
4689,zero,1
4690,zhuang,1
4691,zika,1
4692,zinc,2
4693,zingiber,1
4694,zone,1
4695,zoonotic,1
4696,zoster,2
